"bootstrap","lambda_min","coef_Intercept","coef_Depth","coef_temperature"
221,0.00154895778838162,7.41019046014804,-0.758087641361569,0.0103511595724082
222,0.00151136784897263,7.34829035517301,-0.711169095320501,0.0065577180502232
223,0.0468538616916115,7.2470264792625,-0.575895170839934,0
224,0.00149671687943153,7.31691235542965,-0.732568483382722,0.0101362344533258
225,0.00164953137042935,7.40886907706403,-0.794853481578019,0.00926665640168385
226,0.00153945356656484,7.40548770448408,-0.755730701683238,0.00880412849119963
227,0.00158782214382737,7.43692410055391,-0.759807303458832,0.00841191410841447
228,0.00157369586329498,7.410786649874,-0.780581700136755,0.0115999969123816
229,0.00165335790407959,7.38051821987452,-0.719935607255284,0.00706531659354607
230,0.00148621930272475,7.35818881926937,-0.720967333446315,0.00849571653581681
231,0.00150265255518884,7.35526105984495,-0.726106071248153,0.00840368631037755
232,0.00149694576051952,7.3571868265735,-0.714173094323779,0.00724761921597742
233,0.00153905671624929,7.41181029786322,-0.725969445021652,0.00718006054224299
234,0.00184757631440339,7.45299708973151,-0.77028592636425,0.00589224325781296
235,0.0015026193519271,7.35129309642065,-0.683016433564954,0.00509648079334081
236,0.00508565372378241,7.3682379436063,-0.726862730252992,0.00864350145759919
237,0.00160739537649655,7.41211604746117,-0.766167579488161,0.00872796016346575
238,0.0369011592027371,7.31355865348186,-0.598411413429801,0
239,0.00176519852348344,7.43728123656837,-0.731725892144679,0.00590448586284417
240,0.00271460362198133,7.40217408741687,-0.743715997802641,0.00889816747313545
241,0.0049827594788005,7.33850360200339,-0.695681922933652,0.00645600555553795
242,0.00155031004799615,7.41013838232452,-0.751065332232534,0.00874873815398012
243,0.0016569485115441,7.4776925856124,-0.848275332198749,0.0153748872686303
244,0.00256768816858296,7.38811402798538,-0.748572082137464,0.00696267925335125
245,0.00165757099072356,7.4348522162611,-0.771891130234277,0.00748761179375323
246,0.00159401649431835,7.39063917937666,-0.751031629452724,0.00809348039162446
247,0.00258586890791567,7.41678804475138,-0.746800688913057,0.00710217027490726
